,VENTA,BRUTA,CONSUI,AGREGA,CTO,CTOINS,GASTOS,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ENERGIA,FLETES,PUBLICI,OTROS,TOTPERSO,PERREMUN,SUELDOS,PRESTAC,TOTREM,INVINI,INVFIN,INVPRO,ROTACION,outlier_label,outlier_score,is_outlier
9150,182491171.0,62102533.0,39771560.5,22330972.5,120388638.0,120388638.0,163620236.0,0.0,1558267.0,854043.0,2386.0,15579040.0,12152.0,3992499.0,1268850.0,4346197.0,6009491.5,758.0,556.0,12433912.0,4758881.0,16744238.6,32255071.0,37526945.0,34891008.0,120388638.0,-1,-0.6733626475005802,True
4892,445816512.7,94857189.0,24547532.5,70309656.5,350949924.0,350949924.0,381045352.0,0.0,5888368.0,2334614.0,0.0,1926040.0,222495.0,17675.0,9423899.0,2010058.0,2070302.5,170.0,162.0,9722828.0,3736022.0,13048847.44,97527522.0,92049046.0,94788284.0,350949924.0,-1,-0.673279227520787,True
3429,252098342.3,110414430.3,65253354.17,45161076.17,141683912.0,141683912.0,194654880.0,0.0,499615.3333,1300593.333,0.0,2035754.333,954187.0,1394193.667,5061461.667,19662382.67,2582433.5,407.3333333,263.6666667,18808955.33,5889796.667,24038622.75,52692236.0,82823747.33,67757991.67,141683912.0,-1,-0.6727470929117139,True
412,252098342.3,110414430.3,65253354.17,45161076.17,141683912.0,141683912.0,194654880.0,0.0,499615.3333,1300593.333,0.0,2035754.333,954187.0,1394193.667,5061461.667,19662382.67,2582433.5,407.3333333,263.6666667,18808955.33,5889796.667,24038622.75,52692236.0,82823747.33,67757991.67,141683912.0,-1,-0.6727470929117139,True
7488,252098342.3,110414430.3,65253354.17,45161076.17,141683912.0,141683912.0,194654880.0,0.0,499615.3333,1300593.333,0.0,2035754.333,954187.0,1394193.667,5061461.667,19662382.67,2582433.5,407.3333333,263.6666667,18808955.33,5889796.667,24038622.75,52692236.0,82823747.33,67757991.67,141683912.0,-1,-0.6727470929117139,True
3675,458064595.0,58868322.0,13027079.5,45841242.5,395803864.0,399196273.0,419207673.0,96387.0,0.0,720365.0,1087103.0,2960990.0,344311.0,571659.0,614517.0,1474709.0,2601758.5,439.0,427.0,16770692.0,7375470.0,23461264.6,19222898.0,64797581.0,42010239.5,395803864.1,-1,-0.6719927056512515,True
1093,472664401.0,70531868.0,15539414.5,54992453.5,402132533.0,402132533.0,424164129.0,8536.0,942157.0,1175848.0,0.0,2409146.0,234063.0,2310416.0,267445.0,767585.0,990389.5,787.0,761.0,16434244.0,6984197.0,20045303.76,17086378.0,27586635.0,22336506.5,402132533.0,-1,-0.6719035564951538,True
3933,412805342.0,84439450.0,35687433.0,48752017.0,328356503.0,328356503.0,370674163.0,22224.0,4256.0,2580741.0,338263.0,4955206.0,1077336.0,147541.0,19477997.0,561830.0,763555.0,139.0,127.0,6506159.0,3145631.0,9220036.68,91409411.0,96328436.0,93868923.5,328356503.0,-1,-0.6717105869793845,True
3840,619610790.0,91905229.0,16044849.5,75860379.5,527705561.0,527705561.0,549579084.0,207.0,26872.0,1176711.0,0.0,396336.0,584547.0,247512.0,4186381.0,567748.0,3677322.5,311.0,300.0,15064830.0,7001626.0,21480343.16,80294257.0,106669510.0,93481883.5,527705561.0,-1,-0.6715015773839358,True
4348,405527412.0,114981791.0,56125571.5,58856219.5,290545621.0,290545621.0,360964928.0,681.0,0.0,1159656.0,0.0,1985744.0,566644.0,44097.0,7085708.0,24238237.0,10715164.5,144.0,113.0,12002070.0,4285666.0,15683903.64,38414849.0,58931149.0,48672999.0,290545621.0,-1,-0.6697052954770013,True
5604,141035789.0,74211478.0,40674408.0,33537070.0,66824311.0,66824311.0,121619639.0,34977.0,2409635.0,64455.0,1252211.0,1400603.0,282741.0,915325.0,3389025.0,16401823.0,12720567.0,198.0,195.0,10372364.0,5923228.0,15556123.8,15532967.0,10522071.0,13027519.0,66824311.0,-1,-0.667702879114735,True
7645,412439867.0,51928854.0,10432847.5,41496006.5,360511013.0,360511013.0,381394668.0,103901.0,1423793.0,163048.0,0.0,836635.0,159695.0,1961333.0,483616.0,826098.0,368224.5,690.0,599.0,12452287.0,4898647.0,15573595.04,17022237.0,19095868.0,18059052.5,360511013.0,-1,-0.667451243991421,True
534,165002771.7,97454426.0,40607184.5,56847241.5,67545633.0,67545633.0,112583134.0,0.0,0.0,9381068.0,0.0,3207339.0,505044.0,109962.0,782011.0,14317566.0,5390925.5,184.0,169.0,31981338.0,13120724.0,43701162.16,8444656.0,29925176.0,19184916.0,67545633.0,-1,-0.6653687992220427,True
6814,196343222.3,6135463.0,38796700.0,-32661237.0,190216952.0,190216952.0,229631692.0,0.0,0.0,2825813.0,0.0,786010.0,271192.0,23544.0,11495777.0,3057520.0,2102842.0,627.0,601.0,41207274.0,14150495.0,54096113.6,28741424.0,15934413.0,22337918.5,190216952.0,-1,-0.6638418377442193,True
2852,230305821.5,74436192.0,35750687.5,38685504.5,155872283.0,155872283.0,197376992.0,0.0,5355520.0,306525.0,932062.0,6625114.0,161988.0,625509.0,4539000.0,4885994.0,5780170.5,263.0,184.0,7784125.0,2968811.0,10437221.24,60756859.0,90571764.0,75664311.5,155872283.0,-1,-0.6636133934128335,True
8730,357950149.5,35755092.0,20576282.5,15178809.5,322192316.0,322192316.0,352090517.0,6878.0,136860.0,5595629.0,0.0,2715920.0,299112.0,309215.0,2125781.0,7092.0,7086318.5,916.0,884.0,14974541.0,6846287.0,21106249.68,24336583.0,27870940.0,26103761.5,322192316.0,-1,-0.6631859042780444,True
6324,480911934.4,47148667.0,8895339.0,38253328.0,432615559.0,432615559.0,445970052.0,0.0,380291.0,618452.0,501442.0,354253.0,669960.0,46260.0,3698236.0,166314.0,286242.0,424.0,416.0,20474959.0,9019643.0,28356939.2,73765980.0,68873366.0,71319673.0,432615559.0,-1,-0.6621012366204854,True
7270,404031119.0,48900137.0,19169559.5,29730577.5,349231703.0,355130982.0,379907803.0,13288.0,0.0,1667623.0,1217053.0,5372720.0,665859.0,845777.0,723861.0,1289259.0,2590963.5,576.0,536.0,14474174.0,5253728.0,19198390.04,14586087.0,50519213.0,32552650.0,349231703.2,-1,-0.6616463357062818,True
5602,339888352.5,119995906.0,14204161.0,105791745.0,219871560.0,219871560.0,239429052.0,0.0,404439.0,312677.0,0.0,7417620.0,615458.0,81151.0,106966.0,776452.0,3025783.0,189.0,158.0,20266297.0,8104582.0,27403033.64,95004572.0,99826405.0,97415488.5,219871560.0,-1,-0.6602150279983593,True
8050,294212787.3,67673208.33,29488772.83,38184435.5,221994929.0,226539579.0,256179992.3,231.6666667,42171.33333,2296741.667,713951.3333,5206998.667,265363.6667,731886.6667,3455052.0,2166276.667,2723471.5,712.0,677.3333333,20000210.0,7114393.333,26228002.72,42892407.67,60760230.33,51826319.0,221994929.2,-1,-0.6599205881373954,True
9720,294212787.3,67673208.33,29488772.83,38184435.5,221994929.0,226539579.0,256179992.3,231.6666667,42171.33333,2296741.667,713951.3333,5206998.667,265363.6667,731886.6667,3455052.0,2166276.667,2723471.5,712.0,677.3333333,20000210.0,7114393.333,26228002.72,42892407.67,60760230.33,51826319.0,221994929.2,-1,-0.6599205881373954,True
8690,294212787.3,67673208.33,29488772.83,38184435.5,221994929.0,226539579.0,256179992.3,231.6666667,42171.33333,2296741.667,713951.3333,5206998.667,265363.6667,731886.6667,3455052.0,2166276.667,2723471.5,712.0,677.3333333,20000210.0,7114393.333,26228002.72,42892407.67,60760230.33,51826319.0,221994929.2,-1,-0.6599205881373954,True
8820,483881100.3,81235514.67,14278703.33,66956811.33,402645585.7,402645585.7,421258505.0,105972.3333,74838.0,769574.6667,43651.66667,1663685.333,960927.0,294047.3333,5734011.333,314915.3333,2017116.0,161.6666667,158.3333333,7090792.333,3346976.333,9082327.907,70333023.67,69940815.33,70136919.5,402645585.7,-1,-0.6592801567120086,True
4329,483881100.3,81235514.67,14278703.33,66956811.33,402645585.7,402645585.7,421258505.0,105972.3333,74838.0,769574.6667,43651.66667,1663685.333,960927.0,294047.3333,5734011.333,314915.3333,2017116.0,161.6666667,158.3333333,7090792.333,3346976.333,9082327.907,70333023.67,69940815.33,70136919.5,402645585.7,-1,-0.6592801567120086,True
3853,483881100.3,81235514.67,14278703.33,66956811.33,402645585.7,402645585.7,421258505.0,105972.3333,74838.0,769574.6667,43651.66667,1663685.333,960927.0,294047.3333,5734011.333,314915.3333,2017116.0,161.6666667,158.3333333,7090792.333,3346976.333,9082327.907,70333023.67,69940815.33,70136919.5,402645585.7,-1,-0.6592801567120086,True
7298,243706232.7,86545556.0,21821564.5,64723991.5,157163876.0,157163876.0,184637807.0,36742.0,703648.0,3126182.0,0.0,1429184.0,655844.0,866077.0,5946596.0,1349202.0,4054349.5,342.0,316.0,19457130.0,7434861.0,26153039.84,27312354.0,33658578.0,30485466.0,157163876.0,-1,-0.6586034220346194,True
3027,238851493.7,87123757.0,17154389.5,69969367.5,151743335.0,151743335.0,174984669.0,26649.0,338263.0,2246424.0,6639.0,512244.0,718938.0,304793.0,7060968.0,118119.0,3542732.5,321.0,310.0,11407094.0,5406776.0,16332559.52,132317443.0,151877951.0,142097697.0,151743335.0,-1,-0.6581272581925164,True
8684,337010385.0,68668341.0,26987746.5,41680594.5,267250343.0,268342044.0,298157549.0,12440.0,112319.0,3147107.0,771955.0,3438452.0,1670713.0,734941.0,1173549.0,1602590.0,2377695.5,496.0,349.0,15179129.0,6384114.0,21038959.8,15816867.0,44561448.0,30189157.5,267250343.0,-1,-0.6579553483075653,True
4796,309109918.1,62292666.0,23540445.5,38752220.5,246876702.0,246876702.0,274139488.0,0.0,4700406.0,240362.0,1016361.0,1140287.0,1000078.0,250522.0,9783906.0,729695.0,2874866.5,190.0,188.0,3269246.0,1407429.0,4577031.08,71457759.0,93972055.0,82714907.0,246876702.0,-1,-0.6575430187024586,True
3895,345404245.7,62375560.0,22272799.0,40102761.0,283025946.0,283025946.0,309533998.0,0.0,904663.0,1191632.0,0.0,3301387.0,212146.0,251927.0,8710621.0,5734324.0,710210.0,634.0,622.0,15390359.0,5800970.0,20516025.64,44608339.0,52429214.0,48518776.5,283025946.0,-1,-0.6570484390275362,True
7344,267129020.0,93484913.67,39901008.83,53583904.83,173400543.3,173644106.3,201650398.0,6.0,463034.6667,1322692.0,717908.6667,5754954.0,452748.0,1441501.0,6603219.667,1962282.667,1228615.5,544.6666667,445.6666667,13130265.33,5946039.333,18530908.73,47891267.33,54780066.0,51335666.67,173400543.3,-1,-0.6566803993989705,True
3940,267129020.0,93484913.67,39901008.83,53583904.83,173400543.3,173644106.3,201650398.0,6.0,463034.6667,1322692.0,717908.6667,5754954.0,452748.0,1441501.0,6603219.667,1962282.667,1228615.5,544.6666667,445.6666667,13130265.33,5946039.333,18530908.73,47891267.33,54780066.0,51335666.67,173400543.3,-1,-0.6566803993989705,True
9178,267129020.0,93484913.67,39901008.83,53583904.83,173400543.3,173644106.3,201650398.0,6.0,463034.6667,1322692.0,717908.6667,5754954.0,452748.0,1441501.0,6603219.667,1962282.667,1228615.5,544.6666667,445.6666667,13130265.33,5946039.333,18530908.73,47891267.33,54780066.0,51335666.67,173400543.3,-1,-0.6566803993989705,True
6234,305105986.0,92757112.0,10903790.5,81853321.5,212348874.0,212348874.0,227963535.0,3000.0,1317614.0,5740366.0,1.0,321657.0,693071.0,65000.0,105026.0,1160474.0,175967.5,133.0,124.0,21728676.0,7155948.0,28021174.6,58855051.0,96437372.0,77646211.5,212348874.0,-1,-0.6553883013325978,True
3851,472223011.0,51936386.0,11365457.0,40570929.0,420286625.0,420286625.0,434809794.0,726.0,0.0,45381.0,1418730.0,7212546.0,861247.0,221242.0,146707.0,378886.0,0.0,233.0,225.0,4727292.0,2368594.0,6830123.56,117832064.0,117085741.0,117458902.5,420286625.0,-1,-0.6552324375271051,True
6078,103294138.0,53264887.0,43567323.0,9697564.0,50029251.0,50029251.0,84385386.0,0.0,761802.0,4189297.0,790360.0,14586202.0,208054.0,1346744.0,1815876.0,3673070.0,2236361.0,520.0,497.0,12859136.0,5555335.0,16813771.16,24335846.0,29752615.0,27044230.5,50029251.0,-1,-0.6552172799292532,True
7495,387157123.0,86086663.0,28160417.0,57926246.0,301070460.0,301070460.0,330689070.0,0.0,0.0,3641355.0,0.0,1671288.0,471723.0,55176.0,879110.0,13577014.0,573956.0,91.0,71.0,15516294.0,6718374.0,21618174.08,65128248.0,127944910.0,96536579.0,301070460.0,-1,-0.6545034178098258,True
2135,1075727878.0,103629574.0,5514125.5,98115448.5,972107213.0,972107213.0,985397717.0,0.0,0.0,221163.0,0.0,264636.0,279434.0,30415.0,484531.0,0.0,2974920.5,79.0,76.0,2383805.0,1126543.0,3390862.36,86587128.0,52468206.0,69527667.0,972107213.0,-1,-0.653584257469021,True
6562,529245332.0,79278978.0,18225652.0,61053326.0,449966354.0,449966354.0,473904139.0,0.0,0.0,6915199.0,0.0,269022.0,299481.0,8030.0,2552.0,9919829.0,640524.0,27.0,26.0,2854755.0,1231455.0,3956365.04,56121706.0,145501475.0,100811590.5,449966354.0,-1,-0.6528534958323436,True
4350,306617150.9,175558874.0,95784925.0,79773949.0,130989865.0,130989865.0,236339993.0,0.0,0.0,851774.0,0.0,783389.0,215542.0,421.0,15141617.0,74562045.0,2940868.0,115.0,94.0,11323724.0,3638838.0,14454847.12,14339856.0,33700481.0,24020168.5,130989865.0,-1,-0.6528124288766876,True
7388,375678846.0,74712160.0,19265428.5,55446731.5,300966686.0,300966686.0,327631868.0,862.0,44808.0,6143479.0,0.0,3306746.0,243822.0,305775.0,4971868.0,1430.0,2710496.5,751.0,721.0,12741746.0,5812412.0,17905231.36,31874957.0,36799421.0,34337189.0,300966686.0,-1,-0.6527871179174639,True
9139,300731212.0,40120375.0,7692060.5,32428314.5,260610837.0,260610837.0,273506434.0,59754.0,1623525.0,164239.0,1333122.0,88203.0,69834.0,1326091.0,198754.0,250242.0,387847.5,583.0,576.0,10297506.0,4978866.0,14977017.28,6373552.0,9849829.0,8111690.5,260610837.0,-1,-0.6503424190819207,True
5603,327728887.0,54229365.0,18336727.5,35892637.5,273499522.0,273499522.0,299685947.0,37025.0,0.0,764873.0,0.0,4379307.0,527059.0,2017.0,110556.0,897278.0,7743012.5,282.0,263.0,23171489.0,9814348.0,31941266.2,16118367.0,32158897.0,24138632.0,273499522.0,-1,-0.6500764070821974,True
5920,387957935.0,125515841.0,12535555.0,112980286.0,262439348.0,262439348.0,278454390.0,0.0,0.0,3466252.0,0.0,1318320.0,230501.0,83646.0,146688.0,0.0,4278060.0,145.0,125.0,22832408.0,7119044.0,28833084.6,73680326.0,88025217.0,80852771.5,262439348.0,-1,-0.6497998128089757,True
9531,197971753.0,100972032.0,32928912.0,68043120.0,96999721.0,96999721.0,128388509.0,1192.0,151105.0,1567104.0,8544.0,8153990.0,511252.0,1931729.0,287179.0,5113535.0,4667761.0,371.0,251.0,10512376.0,5275388.0,15357365.36,45989779.0,74127461.0,60058620.0,96999721.0,-1,-0.6494982290996854,True
6316,462396270.0,188586051.0,15832643.0,172753408.0,273810219.0,273810219.0,294170794.0,25494.0,99157.0,545960.0,404349.0,2953893.0,434562.0,585090.0,7362580.0,233975.0,1516300.0,218.0,207.0,3345218.0,1170315.0,4357091.96,47360829.0,72489872.0,59925350.5,273810219.0,-1,-0.6483967046632646,True
6380,1209539379.0,85563023.0,3698746.0,81864277.0,1123985222.0,1123985222.0,1128704093.0,0.0,0.0,1195169.0,0.0,171118.0,39168.0,15752.0,702015.0,0.0,561243.0,24.0,19.0,1967865.0,815947.0,2704425.84,6813196.0,154104342.0,80458769.0,1123985222.0,-1,-0.6480391400513439,True
5891,81083010.0,11179475.0,14747989.0,-3568514.0,69903535.0,69903535.0,86063240.0,36.0,98783.0,105456.0,2398.0,11017990.0,8363.0,1269033.0,432316.0,278687.0,880384.0,2229.0,2146.0,37871686.0,13189167.0,49443814.96,3680289.0,4539436.0,4109862.5,69903535.0,-1,-0.6477858332131639,True
9748,674634538.4,48392108.0,9208936.5,39183171.5,609839889.0,626236530.0,636877026.0,0.0,0.0,4278807.0,539912.0,466080.0,592513.0,391212.0,130293.0,27709.0,624163.5,428.0,398.0,7233372.0,2741163.0,9700992.16,43184619.0,44087222.0,43635920.5,609839889.4,-1,-0.6474470823070066,True
6503,202442957.0,92909147.0,45161983.5,47747163.5,109533810.0,109533810.0,166707028.0,0.0,24945.0,2420513.0,0.0,1767367.0,5152224.0,98267.0,1454708.0,28930461.0,4232581.5,152.0,139.0,16169366.0,5800084.0,21412397.56,0.0,31461647.0,15730823.5,109533810.0,-1,-0.6473348073603769,True
5881,575323721.0,82311225.0,9853512.0,72457713.0,478382115.0,493030712.0,509632478.0,0.0,0.0,802030.0,0.0,2820937.0,1328121.0,239199.0,441000.0,1034820.0,971654.0,232.0,224.0,10761768.0,4169937.0,14561708.32,11258173.0,141758448.0,76508310.5,478382115.2,-1,-0.6470274466746739,True
4023,376394065.0,148772954.0,65167911.5,83605042.5,227621111.0,227621111.0,293181158.0,0.0,0.0,657379.0,10730588.0,1429175.0,295694.0,52143.0,44414947.0,0.0,348080.5,36.0,35.0,1323809.0,382753.0,1652212.4,9498229.0,1431190.0,5464709.5,227621111.0,-1,-0.645095322796247,True
8386,247259374.0,49161177.0,18401856.0,30759321.0,198098197.0,198098197.0,214500698.0,91542.0,1080002.0,462311.0,145990.0,1480273.0,143317.0,3173161.0,556274.0,955751.0,1738438.0,851.0,592.0,10424858.0,3390449.0,11755259.28,21135773.0,23731903.0,22433838.0,198098197.0,-1,-0.6447812442674268,True
5634,193689087.1,132505037.0,82470817.5,50034219.5,61110113.0,61110113.0,149255515.0,0.0,371034.0,1841326.0,63774824.0,1310316.0,44235.0,56939.0,130336.0,1846091.0,4888254.5,132.0,114.0,12816681.0,5290417.0,17551517.6,24527350.0,27527779.0,26027564.5,61110113.0,-1,-0.6424581033021015,True
7330,160040933.9,68353236.0,18610077.0,49743159.0,91690362.0,91690362.0,105292643.0,0.0,420748.0,770163.0,696275.0,438902.0,473913.0,1835282.0,1467146.0,823366.0,1313426.0,662.0,651.0,15263969.0,7324063.0,21890508.2,61908177.0,72051478.0,66979827.5,91690362.0,-1,-0.640933295481984,True
8420,305384722.0,50631370.0,12775130.0,37856240.0,241845498.0,254753352.0,272440626.0,221.0,63476.0,463446.0,901695.0,4114572.0,1099236.0,250071.0,1136836.0,386838.0,2849153.0,487.0,474.0,16607300.0,8183219.0,21645637.08,42133491.0,46986882.0,44560186.5,241845498.3,-1,-0.6404882132688187,True
5990,354803156.1,76324364.0,35372929.5,40951434.5,278481427.0,278481427.0,312624387.0,0.0,0.0,973468.0,0.0,225145.0,150175.0,141106.0,5281393.0,7337450.0,6979019.5,478.0,152.0,14745090.0,4472970.0,18677504.16,35638063.0,69389625.0,52513844.0,278481427.0,-1,-0.6403044357179568,True
3888,237104971.9,93617566.0,31194023.5,62423542.5,140927233.0,143515115.0,179814578.0,0.0,2219932.0,2999767.0,0.0,116630.0,335416.0,60088.0,5250029.0,2713889.0,2024519.5,175.0,160.0,16791215.0,8374677.0,24629837.24,46046303.0,52510534.0,49278418.5,140927233.1,-1,-0.6402356748228472,True
8774,204226281.0,43614763.0,9263723.5,34351039.5,160611518.0,160611518.0,175941924.0,9509.0,355610.0,134480.0,57982.0,154336.0,6061.0,1837451.0,3287051.0,101752.0,1168257.5,681.0,662.0,22940622.0,10552676.0,32566324.44,34162658.0,49857028.0,42009843.0,160611518.0,-1,-0.6396060445084906,True
6337,179164217.0,12327941.0,8430811.5,3897129.5,166836276.0,166836276.0,176406898.0,0.0,312958.0,2185461.0,0.0,353718.0,192796.0,814771.0,1674269.0,10552.0,384708.5,718.0,691.0,9925946.0,3814075.0,12289988.24,2432408922.0,3048242.0,1217728582.0,166836276.0,-1,-0.6394472046901671,True
5599,524979017.0,51548077.0,12614297.5,38933779.5,473430940.0,473430940.0,489616403.0,0.0,23880.0,2382407.0,350920.0,786555.0,1261937.0,97748.0,2448687.0,4053224.0,451879.5,212.0,199.0,9387474.0,3782429.0,12797090.36,47028056.0,69904093.0,58466074.5,473430940.0,-1,-0.6394391916163311,True
8603,166118593.5,49239027.0,44200497.5,5038529.5,116873793.0,116873793.0,162334288.0,27.0,5118098.0,2896317.0,0.0,3554512.0,846695.0,1064716.0,25739220.0,162542.0,1939644.5,233.0,230.0,6854250.0,2939795.0,8841096.96,7327115.0,11992872.0,9659993.5,116873793.0,-1,-0.6385290771041435,True
7656,268509227.0,48776386.0,14651168.0,34125218.0,219732841.0,219732841.0,235080677.0,20278.0,837996.0,457995.0,185052.0,2886303.0,36175.0,4066436.0,390708.0,1887715.0,655826.0,710.0,676.0,10453050.0,3789583.0,12944903.12,22389592.0,29466484.0,25928038.0,219732841.0,-1,-0.6380213295317275,True
9215,198825301.0,54003027.0,23376616.0,30626411.0,144822274.0,144822274.0,172372820.0,0.0,121275.0,2589112.0,3821.0,7342070.0,138686.0,972118.0,2446912.0,2392141.0,2730621.0,467.0,442.0,12146184.0,4725330.0,15693666.0,35747474.0,183017799.0,109382636.5,144822274.0,-1,-0.6356283176248404,True
1352,952286485.4,35827915.0,5189515.0,30638400.0,916373682.0,916373682.0,926525067.0,0.0,0.0,2545340.0,0.0,218159.0,58824.0,14493.0,0.0,38400.0,1978747.0,62.0,62.0,11570000.0,3576287.0,14630014.6,25152671.0,50449772.0,37801221.5,916373682.0,-1,-0.6356233310348441,True
572,350654071.0,88315125.0,14271794.5,74043330.5,262338946.0,262338946.0,282330200.0,1351.0,295248.0,214893.0,0.0,3163375.0,696465.0,383416.0,1790111.0,9027.0,1952366.5,828.0,790.0,12966024.0,4581724.0,15754705.16,21432316.0,33791317.0,27611816.5,262338946.0,-1,-0.6355338258081535,True
5658,379035836.1,39622313.0,17361831.0,22260482.0,339436977.0,339436977.0,361164139.0,35391.0,0.0,361738.0,0.0,7457820.0,192509.0,1605079.0,1684406.0,387454.0,3247789.0,425.0,415.0,8171965.0,3119686.0,9780818.88,4722164.0,7404496.0,6063330.0,339436977.0,-1,-0.635250571497558,True
6090,243260666.0,93235282.0,43466701.5,49768580.5,150025384.0,150025384.0,191658167.0,0.0,1463659.0,815072.0,69015.0,9383249.0,459716.0,680160.0,4964415.0,11232543.0,944609.5,172.0,168.0,4998221.0,1875803.0,6679054.24,20189298.0,59613711.0,39901504.5,150025384.0,-1,-0.6351710785222013,True
5492,371631956.8,75709927.0,10930389.0,64779538.0,295912654.0,295912654.0,310326239.0,0.0,8596104.0,0.0,711711.0,374072.0,354787.0,50295.0,172652.0,51139.0,0.0,47.0,46.0,3940711.0,1783622.0,5545888.68,86147737.0,91294699.0,88721218.0,295912654.0,-1,-0.6350467801252174,True
5922,997665443.0,28776163.0,5144828.5,23631334.5,968894763.0,968894763.0,977892897.0,0.0,0.0,3125018.0,73916.0,433318.0,657.0,46431.0,143461.0,39691.0,206820.5,64.0,57.0,5544024.0,2356160.0,7646436.72,29792322.0,109330792.0,69561557.0,968894763.0,-1,-0.6344949128793343,True
4024,640299749.8,73611564.0,6315371.0,67296193.0,566693382.0,566693382.0,581101128.0,3872.0,0.0,292897.0,0.0,196821.0,745968.0,125737.0,18117.0,584881.0,1842323.0,207.0,169.0,14367961.0,5435688.0,19276328.4,19062706.0,15028677.0,17045691.5,566693382.0,-1,-0.6342530394484089,True
8791,184200135.0,49483792.0,29088397.0,20395395.0,134716343.0,134716343.0,164503736.0,0.0,313166.0,3366426.0,0.0,11143050.0,149175.0,1954951.0,1372092.0,3792631.0,1082955.0,565.0,481.0,13229333.0,4932541.0,17738191.4,28354554.0,37960775.0,33157664.5,134716343.0,-1,-0.6335043704406627,True
7560,296315427.9,55164533.0,13896936.5,41267596.5,241145089.0,241145089.0,260313391.0,9553.0,395659.0,322913.0,0.0,1319485.0,192690.0,3010007.0,4462324.0,180555.0,2534547.5,464.0,453.0,11815824.0,4844061.0,16311193.68,45018536.0,62209007.0,53613771.5,241145089.0,-1,-0.6334345834536833,True
6000,249794503.5,82791499.0,25529551.0,57261948.0,165354692.0,166993668.0,192528825.0,192924.0,184803.0,14576818.0,0.0,1282673.0,262854.0,1976328.0,111037.0,536375.0,935458.0,205.0,195.0,7036522.0,3131828.0,9837437.12,18942047.0,24330264.0,21636155.5,165354692.1,-1,-0.6330794211964068,True
2542,238475460.0,35805922.0,14752911.0,21053011.0,202636082.0,202669538.0,220590948.0,19734.0,1062672.0,196508.0,0.0,2520056.0,457707.0,4328116.0,910201.0,640081.0,1255910.0,772.0,762.0,9969845.0,3594616.0,13174123.44,15952687.0,18354367.0,17153527.0,202636082.0,-1,-0.6327803003365573,True
4258,648448966.0,56048306.0,10735633.0,45312673.0,592400660.0,592400660.0,604055329.0,0.0,930318.0,774921.0,87624.0,62487.0,294811.0,29390.0,4969797.0,0.0,376115.0,65.0,61.0,5079204.0,2022198.0,6920193.56,84913760.0,36650446.0,60782103.0,592400660.0,-1,-0.632677406996696,True
4800,357344150.0,46086191.0,15481639.5,30604551.5,308726097.0,311257959.0,331067065.0,5122.0,0.0,999603.0,723207.0,3071237.0,283320.0,197163.0,713604.0,5999027.0,1557787.5,203.0,185.0,7128614.0,2581879.0,9382229.12,67011688.0,212424796.0,139718242.0,308726097.0,-1,-0.6301465250861331,True
8973,105191439.0,57190138.0,23257622.5,33932515.5,48001301.0,48001301.0,76125613.0,44.0,1819168.0,1019998.0,1272633.0,8902235.0,297386.0,1504834.0,1230008.0,1873819.0,2847425.5,378.0,373.0,8762538.0,3579840.0,11991905.64,21981494.0,30203526.0,26092510.0,48001301.0,-1,-0.6300601126468469,True
1041,512865032.0,63515144.0,14535377.5,48979766.5,449349888.0,449349888.0,462827893.0,0.0,148865.0,5666713.0,0.0,448885.0,376867.0,366043.0,1835477.0,265.0,901645.5,389.0,293.0,9540848.0,4017569.0,13043642.2,30362447.0,44321525.0,37341986.0,449349888.0,-1,-0.6298136457980278,True
5613,414916386.7,57953711.67,18647008.33,39306703.33,355445515.3,356962675.0,379568446.7,2080.0,46077.33333,630145.6667,884336.0,5791505.0,292428.0,606112.6667,938341.0,4147576.667,958096.3333,280.0,272.0,9332772.333,3422467.667,12256529.56,39224745.67,57917030.67,48570888.17,355445515.4,-1,-0.6297121917970585,True
5311,414916386.7,57953711.67,18647008.33,39306703.33,355445515.3,356962675.0,379568446.7,2080.0,46077.33333,630145.6667,884336.0,5791505.0,292428.0,606112.6667,938341.0,4147576.667,958096.3333,280.0,272.0,9332772.333,3422467.667,12256529.56,39224745.67,57917030.67,48570888.17,355445515.4,-1,-0.6297121917970585,True
1858,414916386.7,57953711.67,18647008.33,39306703.33,355445515.3,356962675.0,379568446.7,2080.0,46077.33333,630145.6667,884336.0,5791505.0,292428.0,606112.6667,938341.0,4147576.667,958096.3333,280.0,272.0,9332772.333,3422467.667,12256529.56,39224745.67,57917030.67,48570888.17,355445515.4,-1,-0.6297121917970585,True
7997,698006514.0,20641607.0,13062350.0,7579257.0,677364907.0,677364907.0,696608067.0,0.0,0.0,266644.0,152419.0,115223.0,347321.0,28554.0,1949704.0,28312.0,7911900.0,16.0,16.0,961726.0,399810.0,1329839.44,52506963.0,92174531.0,72340747.0,677364907.0,-1,-0.6296390607296335,True
8772,243737963.0,82435612.0,22047982.0,60387630.0,160865105.0,161302351.0,187856149.0,0.0,12236.0,2380074.0,30348.0,5108961.0,574556.0,511085.0,5527605.0,1525521.0,1380191.0,423.0,362.0,17293637.0,6904914.0,23392949.88,34704216.0,43632654.0,39168435.0,160865105.0,-1,-0.629501719195106,True
